Name;PKD_2007;PKD_2007_all;description_PL;description_EN;source
PTM INDUSTRIER AS;2553;NULL;Inwestycja w akcje i inne papiery wartościowe.;Machining of metals;Dane_Norwegia_1
M-TEK HORTEN AS;2712;NULL;Produkcja wyrobów elektronicznych, w tym jako podwykonawca branży elektronicznej i działalność z tym związana.;Manufacture of electricity distribution and control apparatus;Dane_Norwegia_1
STRANDBERG TREVARE Tex Strandberg;1625;NULL;Produkcja wyrobów z drewna, skup i sprzedaż wyrobów z drewna i wszystko co z tym związane.;Manufacture of doors and windows of wood;Dane_Norwegia_1
GLADE JUR AS;1051;NULL;Przetwórstwo, produkcja i sprzedaż wyrobów mleczarskich.;Manufacture of dairy products;Dane_Norwegia_1
IDAS KAKER IDA BROX BOHN HUNTER;1071;NULL;Produkcja i sprzedaż ciast z własnej, domowej piekarni.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
BONTOM HOLDING AS;3299;NULL;Inwestuj w akcje i doradztwo.;Other manufacturing n.e.c.;Dane_Norwegia_1
SAGAVOLT AS;2711;NULL;Produkcja silników elektrycznych, generatorów i transformatorów.;Manufacture of electric motors, generators and transformers;Dane_Norwegia_1
NORDHUA AS;2651;NULL;Rozwój i sprzedaż produktów elektronicznych, w tym sprzętu i oprogramowania oraz produktów morskich, takich jak sonar, AUV, ROV. Import i eksport produktów elektronicznych i produktów morskich.;Manufacture of instruments and appliances for measuring, testing and navigation;Dane_Norwegia_1
DEROME TAKSTOLTEKNIKK AS;1623;NULL;Produkcja i sprzedaż kratownic.;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
TARINII AS;1421;NULL;Projektowanie i produkcja odzieży. Handel ubraniami. Usługi z zakresu mody i designu.;Manufacture of outerwear;Dane_Norwegia_1
NORWEGIAN PEOPLE AS;2042;NULL;Zajmujemy się produkcją i sprzedażą kosmetyków oraz wyrobów pokrewnych.;Manufacture of perfume and toilet preparations;Dane_Norwegia_1
IMS TECHNOLOGIES AS;2512;NULL;Usługi przemysłowo-montażowe.;Manufacture of doors and windows of metal;Dane_Norwegia_1
SKOGEN TRE AS;3100;NULL;Produkcja i konserwacja mebli dla osób prywatnych i firm.;Manufacture of furniture;Dane_Norwegia_1
FREKHAUG VINDUET AS;1625;NULL;Produkcja i sprzedaż okien i drzwi drewnianych oraz skup i odsprzedaż podobnych wyrobów.;Manufacture of doors and windows of wood;Dane_Norwegia_1
HEVD BAKERI AS;1071;NULL;Piekarnia i kawiarnia.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
LIDO NORWAY AS;3011;NULL;Przemysł. Izolacja Biznes, umeblowanie, wentylacja.;Building of civilian ships and floating structures;Dane_Norwegia_1
T.N. VANGS MEK. VERKSTED AS;2920;NULL;Warsztat mechaniczny.;"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";Dane_Norwegia_1
HARDANGER BAKERI AS;1071;NULL;Produkcja pieczywa i świeżych wyrobów cukierniczych.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
LAR OG SKINN STEN BORGERSEN;1429;NULL;Produkcja pasów i ich sprzedaż. A także maszyny do szycia i powiązane towary.;Manufacture of other wearing apparel and accessories n.e.c.;Dane_Norwegia_1
TREDAL HOLDING AS;2920;NULL;Zarządzanie aktywami, w tym inwestycjami w akcje i inne aktywa oraz inną działalność z tym związaną.;"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";Dane_Norwegia_1
RJUKAN BRENN OG BRYGG AS;1083;NULL;Przetwórstwo i sprzedaż kawy.;Processing of tea and coffee;Dane_Norwegia_1
ATTAT ANS;1071;NULL;Produkcja i sprzedaż pieczywa oraz artykułów spożywczych, a także catering dla osób prywatnych i firm.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
INDUSTRITRYKK WARNESS & CO ANS;1812;NULL;Sitodruk i handel i co jest ze sobą powiązane. W tym uczestnictwo w innych podobnych firmach.;Other printing;Dane_Norwegia_1
PETRA TRAKLETRAD JANNE HAUGENES;1421;NULL;Szew bunadu, siodło akcesoriów.;Manufacture of outerwear;Dane_Norwegia_1
ZONIC DESIGN OG PRODUKSJON AS;2226;NULL;Produkujemy i sprzedajemy produkty z tworzyw sztucznych - artykuły formowane wtryskowo. Ponadto kupuj i sprzedawaj produkty w tej samej branży.;Manufacture of other plastic products;Dane_Norwegia_1
CYCLE START SYSE;2620;NULL;Sprzedaż/produkcja i wynajem urządzeń i maszyn produkcyjnych, naprawa, import urządzeń i maszyn produkcyjnych, programowanie i doradztwo w zakresie automatyki i produkcji.;Manufacture of computers and peripheral equipment;Dane_Norwegia_1
NASSAU-NORPORT AS;2512;NULL;Montaż, spawanie, praca przy konstrukcjach stalowych i podobne prace mechaniczne.;Manufacture of doors and windows of metal;Dane_Norwegia_1
MALOY INDUSTRISOM AS;1396;NULL;Kierowanie produkcją i sprzedażą wyposażenia łodzi dla przemysłu łodzi rekreacyjnych, a także dostarczanie sprzętu dla floty rybackiej w okręgu.;Manufacture of other technical and industrial textiles;Dane_Norwegia_1
SOTE FRISTELSER CENTONZE;1071;NULL;Produkcja i sprzedaż wypieków, ciast i ciastek.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
BYGG- OG ENERGISYSTEMER AS;2512;NULL;Instalacja wodociągowa. Produkcja, sprzedaż hurtowa, detaliczna.;Manufacture of doors and windows of metal;Dane_Norwegia_1
AHEAD V AS;1626;NULL;Produkcja drewna;Manufacture of solid fuels from vegetable biomass;Dane_Norwegia_1
FINNJO AS;2511;NULL;Inwestycje w pozostałych spółkach obejmujące działalność kredytową i kapitałową oraz działalność doradczą.;Manufacture of metal structures and parts of structures;Dane_Norwegia_1
DET LILLE EKSTRA DESIGN;3213;NULL;Produkcja biżuterii szklanej, perłowej i porcelanowej. Dziane torby i ubrania. Szycie toreb i odzieży. Produkcja tablic, obrazów i innych drobnych wyrobów.;Manufacture of imitation jewellery and related articles;Dane_Norwegia_1
BAKO AS;1061;NULL;Handel agencyjny z pełnym asortymentem i najbardziej innowacyjnymi rozwiązaniami w kategoriach dekoracje, wyposażenie, opakowania, akcesoria do lodów i VTH (mycie, suszenie, higiena). Dostawca dla piekarni i cukierni. Zaopatruje małych i średnich producen;Manufacture of grain mill products;Dane_Norwegia_1
BRAATHEN TRUCKSERVICE AS;2829;NULL;Sprzedaż, wynajem, serwis i naprawa wózków widłowych i sprzętu transportowego, a także udział w innej działalności o tym samym celu.;Manufacture of other general-purpose machinery n.e.c.;Dane_Norwegia_1
CREMA KAFFEBRENNERI AS;1083;NULL;Handel.;Processing of tea and coffee;Dane_Norwegia_1
SAFEROAD TRAFFIC AS;2599;NULL;Produkujemy i oferujemy na rynek znaki drogowe i inne znaki, inne oznakowanie drogowe oraz bezpieczeństwo drogowe i co z tym związane, włączając udział w innych firmach o podobnej działalności.;Manufacture of other fabricated metal products n.e.c.;Dane_Norwegia_1
SKILT & FOLIE AS;2226;NULL;Projektowanie, produkcja i montaż znaków i folii reklamowych;Manufacture of other plastic products;Dane_Norwegia_1
HOVDE SPIKERI AS;1624;NULL;Produkcja opakowań drewnianych.;Manufacture of wooden containers;Dane_Norwegia_1
SPERRE COMPRESSORS INVESTCO II AS;2813;NULL;Inwestowanie, posiadanie i rozwój innych firm i wszystko z tym związane.;Manufacture of other pumps and compressors;Dane_Norwegia_1
KVAE DA;3100;NULL;Firma meblarska gdzie projektujemy i produkujemy meble na zamówienie. Naszą wizją jest tworzenie produktów, które mają praktyczne znaczenie i są dobrej jakości. Dla nas oznacza to, że dobry design nie powinien odbywać się kosztem funkcjonalności. Chcemy t;Manufacture of furniture;Dane_Norwegia_1
BONDURA TECHNOLOGY AS;2594;NULL;Rozwój, produkcja, doradztwo i handel i co z tym związane, w tym udział w innych przedsiębiorstwach o podobnej działalności.;Manufacture of fasteners and screw machine products;Dane_Norwegia_1
NORSK LAUVTREHANDEL AS;1612;NULL;Tartak, struganie i dalsza obróbka wyrobów z drewna oraz sprzedaż tarcicy.;Processing and finishing of wood;Dane_Norwegia_1
VASSHUS MASKINERING AS;2553;NULL;Obróbka metali.;Machining of metals;Dane_Norwegia_1
FLUCTUS AS;3011;NULL;Buduj i sprzedawaj sprzęt techniczny dla sektora morskiego i wszystko, co jest z nim związane.;Building of civilian ships and floating structures;Dane_Norwegia_1
WINCO AS;2410;NULL;Inwestycje w inne spółki i co z tym związane. Firma musi mieć także możliwość podejmowania obsługi administracyjnej na rzecz innych firm.;Manufacture of basic iron and steel and of ferro-alloys;Dane_Norwegia_1
VIKTOR E-PERFORMANCE VIKTOR MANI THRASTARSON;2740;NULL;Rozwój, zakup i sprzedaż oświetlenia przemysłowego i oświetlenia pojazdów.;Manufacture of lighting equipment;Dane_Norwegia_1
VEGARSHEI TREVARE AS;3100;NULL;Projektujemy, produkujemy i sprzedajemy produkty z drewna.;Manufacture of furniture;Dane_Norwegia_1
KJELL JORPELAND AS;2593;NULL;Praca mechaniczna. Wynajem maszyn i urządzeń.;Manufacture of wire products, chain and springs;Dane_Norwegia_1
LASFOKUS G.PEDERSEN;2562;NULL;Działalność ślusarska: wszystko w zakresie zamków i zabezpieczeń, a także wszystko z tym związane. Wykonujemy serwis zamków/prace zamków w budynkach dla klientów prywatnych i biznesowych.;Manufacture of locks and hinges;Dane_Norwegia_1
RADE INNREDNING AS;3100;NULL;Warsztat stolarski. Udział w firmach i projektach o podobnych celach i wszystko z tym związane.;Manufacture of furniture;Dane_Norwegia_1
THOMASSEN MEKANISKE AS;2553;NULL;Firma mechaniczna, spawalnicza, stalowa i projektowa oraz wynajem nieruchomości.;Machining of metals;Dane_Norwegia_1
OLE PETTER MALMIN;3212;NULL;Jubiler.;Manufacture of jewellery and related articles;Dane_Norwegia_1
BREISTRAND AS;1020;NULL;Skup i sprzedaż przetworów rybnych oraz wynajem nieruchomości.;Slaughtering of fish, crustaceans and molluscs;Dane_Norwegia_1
HELGELAND MARINASYSTEMER AS;2366;NULL;Opracowuj i produkuj betonowe pomosty pływające i wywodzącą się z nich technologię, a także działania, które są z tym naturalnie powiązane. Spółka może także uczestniczyć w innych spółkach o podobnej działalności.;Manufacture of other articles of concrete, cement and plaster;Dane_Norwegia_1
HONEFOSS KROM & NIKKEL A/S;2551;NULL;Działalność handlowo-usługowa, produkcyjna, agencyjna, udział w innych spółkach oraz posiadanie i eksploatacja nieruchomości.;Coating of metals;Dane_Norwegia_1
ALBUMIN AS;1089;NULL;Uprawa żywności i innych surowców biologicznych oraz prowadzenie imprez towarzyszących i zagospodarowanie nieruchomości.;Manufacture of other food products n.e.c.;Dane_Norwegia_1
GULLIMUNN AS;1061;NULL;Udoskonalaj i rozwijaj ziarno ze starych odmian zbóż oraz sprzedawaj mąkę, produkty zbożowe i inne produkty lub usługi, które naturalnie należą do podstawowej działalności firmy.;Manufacture of grain mill products;Dane_Norwegia_1
SVANOY ROYKERI AS;1020;NULL;Prowadzić handel i przemysł i co się z tym wiąże, w tym uczestniczyć w innych spółkach o podobnych celach.;Freezing and further processing of fish, crustaceans and molluscs;Dane_Norwegia_1
MOELVEN TRYSIL AS;1611;NULL;Działalność tartaków, produkcja wyrobów z drewna, pozostała działalność związana z drewnem, handel, eksploatacja systemów ciepłowniczych.;Sawmilling and planing of wood;Dane_Norwegia_1
BERGEM MOBLER AS;3100;NULL;Produkcja wszystkiego w branży stolarskiej. Produkcja mebli, wyposażenia specjalnego, a także sprzedaż usług stolarskich.;Manufacture of furniture;Dane_Norwegia_1
ROHEIM SAG OG TREVIRKE AS;1611;NULL;Obsługa tartaku, obsługa lasu i obsługa zakładu.;Sawmilling and planing of wood;Dane_Norwegia_1
KNUBEDAL AS;3100;NULL;Inwestycje w inne spółki i wszystko, co łączy się w sposób naturalny.;Manufacture of furniture;Dane_Norwegia_1
HINDO AS;1083;NULL;Podaję kawę i coś do jedzenia. Dodatkowo w pokoju należy wypalić kawę.;Processing of tea and coffee;Dane_Norwegia_1
HAND M AID AS;3250;NULL;Wykonywanie ortez/protez. Aktywność kursu. Tworzy biżuterię. Oprawianie książek, renowacja i nowe oprawy. Pisze i sprzedaje książki.;Manufacture of medical and dental instruments and supplies;Dane_Norwegia_1
HUNTER DOUGLAS NORGE AS;2599;NULL;Produkcja sprzętu do zacieniania słońca.;Manufacture of other fabricated metal products n.e.c.;Dane_Norwegia_1
MINERA SKIFER AS;2370;NULL;Wydobywanie, produkcja, marketing i sprzedaż łupków i produktów z łupków.;Cutting, shaping and finishing of stone;Dane_Norwegia_1
TREKABINER AS;1623;NULL;Rozwój prefabrykowanych drewnianych szafek łazienkowych do produkcji i sprzedaży.;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
WILBERG DESIGN INNREDNINGER AS;3100;NULL;Produkcja i handel i co z tym związane, w tym udział w innych spółkach.;Manufacture of furniture;Dane_Norwegia_1
FORSTMESTER AS;1611;NULL;Tartak, struganie i leśnictwo.;Sawmilling and planing of wood;Dane_Norwegia_1
STOKKE AMERIKA AS;3100;NULL;Zarządzanie i handel nieruchomościami.;Manufacture of furniture;Dane_Norwegia_1
OOPSIE AS;3240;NULL;Tworzenie, promowanie i sprzedawanie imprezowych gier karcianych. Powstaną także rodzinne gry karciane, a być może także cyfrowe wersje tych gier.;Manufacture of games and toys;Dane_Norwegia_1
RINGERIKES KORNSILO SA;1061;NULL;We współpracy ze Statens Kornforretning przyjmowanie zbóż, produktów zbożowych i nasion do przechowywania oraz przetwarzanie tych towarów w sposób niezbędny w każdym czasie w związku z magazynowaniem. Zespół może również na własny koszt negocjować zboża,;Manufacture of grain mill products;Dane_Norwegia_1
INETUTTA AS;1071;NULL;Produkcja i sprzedaż wyrobów piekarniczych.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
FLID MEKANISKE AS;2842;NULL;Rozwój, produkcja i sprzedaż komponentów mechanicznych.;Manufacture of other machine tools;Dane_Norwegia_1
ULTIMAT ISOLASJON AS;3299;NULL;Produkcja izolacji.;Other manufacturing n.e.c.;Dane_Norwegia_1
KNARVIK MASKIN AS;2553;NULL;Wykonawca, usługi spawalnicze i rurowe.;Machining of metals;Dane_Norwegia_1
BOR AS;2822;NULL;Inwestycje finansowe w udziały i udziały wraz z działalnością powiązaną oraz świadczeniem usług doradczych w zakresie techniki maszynowej i dźwigowej.;Manufacture of lifting and handling equipment;Dane_Norwegia_1
KAMSTAL OST AS;2553;NULL;Obróbka metali.;Machining of metals;Dane_Norwegia_1
MARSTIA AB NUF;2553;NULL;Praca mechaniczna w przemyśle, a tym samym kompatybilny biznes.;Machining of metals;Dane_Norwegia_1
KUDOS EIENDOM AS;1812;NULL;Wynajem nieruchomości.;Other printing;Dane_Norwegia_1
ARILD AUESTAD MONTASJE AS;2511;NULL;Produkcja mechaniczna i montażowa oraz handel i co z tym związane.;Manufacture of metal structures and parts of structures;Dane_Norwegia_1
ULEFOSS SKAP AS;2920;NULL;Działalność mechaniczna, w tym prowadzenie fabryki karoserii, działalność usługowa, handlowa i co z tym związane, w tym uczestnictwo w innych spółkach lub podobnej działalności.;"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";Dane_Norwegia_1
SORLAMINERING AS;1623;NULL;Prowadzenie produkcji i sprzedaży konstrukcji drewnianych i co z tym związane.;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
ROGALAND INDUSTRI AUTOMASJON AS;2712;NULL;Handel, produkcja i serwis systemów automatyki.;Manufacture of electricity distribution and control apparatus;Dane_Norwegia_1
LARS EGIL LANDE MEK OG SVEIS AS;2553;NULL;Wykonujemy naprawy mechaniczne i usługi spawalnicze, a także dostawę towarów, które w sposób naturalny do nich należą. Świadczę usługi pielęgnacyjne i kosmetyczne z zakresu pielęgnacji dermatologicznej.;Machining of metals;Dane_Norwegia_1
FRANKS SPESIALITETER INNEHAVER SABINE ECKERT;1020;NULL;Przetwarzanie i konserwacja ryb. Handel kioskowy z szeroką gamą towarów ze szczególnym uwzględnieniem narkotyków rekreacyjnych.;Freezing and further processing of fish, crustaceans and molluscs;Dane_Norwegia_1
GRINNA SAG & HOVEL AS;1611;NULL;Tartak;Sawmilling and planing of wood;Dane_Norwegia_1
MODULHYTTER AS;1623;NULL;Doradztwo, produkcja i sprzedaż elementów budowlanych i budynków modułowych, inwestycje portfelowe i co naturalnie się z tym wiąże.;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
HOSANGER MIKROTRYKKERI AS;1812;NULL;Sprzedaż towarów i usług w zakresie poligrafii, sprzedaż różnorodnych produktów, usług oraz wynajem. - i inne rzeczy, które w sposób naturalny się z tym zbiegają - a także udział w innych spółkach, inwestycjach i działalności z nimi związanej.;Other printing;Dane_Norwegia_1
Norsk Hydro ASA;2442;NULL;Prowadzenie przemysłu, handlu i transportu oraz korzystanie ze złóż energii i surowców, a także prowadzenie innej działalności związanej z tymi celami. Działalność gospodarczą można również prowadzić poprzez uczestnictwo lub współpracę z innymi przedsiębi;Aluminium production;Dane_Norwegia_1
SOFIENLUNDEN BOLIG AS;1085;NULL;Posiadaj, kupuj, sprzedawaj i wynajmuj nieruchomości, w tym uczestnicząc w innych spółkach o podobnej działalności.;Manufacture of prepared meals and dishes;Dane_Norwegia_1
CHAIRMAN GROUP AS;3100;NULL;Produkcja mebli. Krzesła.;Manufacture of furniture;Dane_Norwegia_1
HMR HUSNES AS;2511;NULL;Planowanie projektów, produkcja i montaż wyrobów związanych z mechaniką, a także naprawy i rewizje obiektów przemysłowych, wyposażenia statków itp.;Manufacture of metal structures and parts of structures;Dane_Norwegia_1
FABTECH HOLDING AS;2420;NULL;Spółka holdingowa.;Manufacture of tubes, pipes, hollow profiles and related fittings, of steel;Dane_Norwegia_1
ASPOYA BATSERVICE AS;2829;NULL;Warsztat mechaniczny, sprzedaż i serwis oraz wszystko co z tym związane łącznie z udziałem w innych firmach o podobnej działalności.;Manufacture of other general-purpose machinery n.e.c.;Dane_Norwegia_1
BARTEC AS;2790;NULL;Marketing i sprzedaż komponentów i systemów bezpieczeństwa do zastosowań w środowiskach zagrożonych wybuchem i innych trudnych warunkach.;Manufacture of other electrical equipment;Dane_Norwegia_1
HYDRO EXTRUDED SOLUTIONS AS;2442;NULL;Wytłaczanie aluminium i systemy budowlane na bazie aluminium i wszystko, co w naturalny sposób się z tym wiąże.;Aluminium production;Dane_Norwegia_1
GTS MASKINERING & VERKTOYINDUSTRI DA;2551;NULL;Warsztat mechaniczny/przemysł narzędziowy, handel podobnymi produktami i wszystko z tym związane.;Coating of metals;Dane_Norwegia_1
SVEIS & SERVICE JORN EIAN NILSEN;2553;NULL;Budownictwo: Spawanie, stolarstwo i podobne rzemiosło.;Machining of metals;Dane_Norwegia_1
KJELL H KRISTIANSEN;3100;NULL;Działalność budowlana w zakresie drewna, betonu i farb. Nowa konstrukcja i renowacja. Sprzedaż materiałów budowlanych. Produkcja i sprzedaż wyrobów z drewna.;Manufacture of furniture;Dane_Norwegia_1
AGDER ELEMENT AS;1623;NULL;Opracowywanie i sprzedaż prefabrykowanych elementów budowlanych z drewna oraz zadania z tym związane.;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
POFFERTJES VAN HONSVIK;1071;NULL;Produkcja i sprzedaż mini naleśników (holenderskie poffertjes) oraz sprzedaż zakupionych napojów.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
FOLLO OVERFLATEBEHANDLING ROAR SVENDSEN;2553;NULL;Obróbka powierzchniowa: Tectyling, ochrona przed rdzą i olejowanie samochodów, maszyn budowlanych i tym podobnych. Sprzedaż produktów związanych z obróbką powierzchni w sklepach.;Machining of metals;Dane_Norwegia_1
PAXSTER AS;2931;NULL;Produkcja, sprzedaż i handel pojazdami elektrycznymi.;Manufacture of electrical and electronic equipment for motor vehicles;Dane_Norwegia_1
MULTIAX AS;2553;NULL;Sprzedaż towarów i usług w zakresie produkcji szyldów, obróbki metali, tworzyw sztucznych i innych rzeczy z tym związanych, a także udział w innych spółkach, inwestycjach i działalności z tym związanej.;Machining of metals;Dane_Norwegia_1
NUTRIMAR AS;1020;NULL;Rozwijaj, produkuj i wprowadzaj na rynek wysokiej jakości produkty oparte na świeżych surowcach morskich i lądowych, a także uczestnicz w innych spółkach o tych samych lub pokrewnych celach.;Freezing and further processing of fish, crustaceans and molluscs;Dane_Norwegia_1
TJ SOLUTIONS AS;2225;NULL;Obróbka i spawanie elementów z tworzyw sztucznych. Montaż elementów z tworzyw sztucznych.;Processing and finishing of plastic products;Dane_Norwegia_1
INGEBORG HANDVERK SA;1421;NULL;Robienie na drutach, filcowanie i szycie.;Manufacture of outerwear;Dane_Norwegia_1
TOPHAT Anne Vaagen Nestande;1429;NULL;Sprzedaż i produkcja kapeluszy, akcesoriów oraz efektów filmowych i teatralnych.;Manufacture of other wearing apparel and accessories n.e.c.;Dane_Norwegia_1
TEAM MYHRE;1107;NULL;Produkcja napojów (browar Kombucha).;Manufacture of soft drinks and bottled waters;Dane_Norwegia_1
PROMA CONSULT AS;1071;NULL;Produkcja i sprzedaż wyrobów piekarniczych.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
MAGNE SALVESEN INVEST AS;1071;NULL;Inwestycje w akcje, nieruchomości itp.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
NARBAKST OST AS;1071;NULL;Produkcja i sprzedaż wyrobów piekarniczych i cukierniczych.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
SOLVI KRISTIN SATHER SOM;1421;NULL;Szwalnia - Odzież męska - Odzież chłopięca - Krawiectwo itp;Manufacture of outerwear;Dane_Norwegia_1
HILDE'S MOBEL & SY VERKSTAD Meinstad;3100;NULL;Tapicerka meblowa, przeszycia, tekstylia.;Manufacture of furniture;Dane_Norwegia_1
ENG FUGL AS;1089;NULL;Produkcja i sprzedaż żywności ekologicznej.;Manufacture of other food products n.e.c.;Dane_Norwegia_1
WOOD OVEN AS;1089;NULL;Produkcja i sprzedaż pakowanej próżniowo pizzy mrożonej, pizzy świeżej i podobnych wyrobów.;Manufacture of other food products n.e.c.;Dane_Norwegia_1
NOGNE O DET KOMPROMISSLOSE BRYGGERI AS;1105;NULL;Prowadzenie działalności browaru.;Manufacture of beer;Dane_Norwegia_1
KONGSBERG SMALL ARMS AS;2530;NULL;Produkcja broni, obróbka metali i pozostała działalność doradztwa technicznego.;Manufacture of weapons and ammunition;Dane_Norwegia_1
BAXT LIERNE AS;1071;NULL;Produkcja i sprzedaż artykułów spożywczych.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
SALSNES FILTER AS;2829;NULL;Projektujemy, produkujemy i sprzedajemy systemy filtrów i wszystko, co jest z tym związane.;Manufacture of other general-purpose machinery n.e.c.;Dane_Norwegia_1
KONGSFJORDBRUKET AS;1020;NULL;Własność, wynajem i zarządzanie nieruchomościami, zakup, przetwarzanie, marketing i sprzedaż produktów rybnych, a także udział w spółkach o podobnych celach i innej działalności, która jest z tym naturalnie powiązana.;Drying and salting of fish;Dane_Norwegia_1
BEEFSTEAK AS;1013;NULL;Produkcja i sprzedaż mięsa i przetworów mięsnych.;Production of meat and poultry meat products;Dane_Norwegia_1
SAGA CHOKOLADEFABRIKK AS;1082;NULL;Produkcja i sprzedaż wyrobów czekoladowych i innych wyrobów cukrowych, projektowanie i produkcja opakowań, doradztwo związane z usługami projektowymi oraz pozostała działalność związana z przyrodą.;Manufacture of cocoa, chocolate and sugar confectionery;Dane_Norwegia_1
FOGN ALUMINIUM ANS;2512;NULL;Produkcja i rozwój wyrobów aluminiowych.;Manufacture of doors and windows of metal;Dane_Norwegia_1
MODERNE VARME AS;2751;NULL;Produkujemy i instalujemy pompy ciepła wraz z powiązanymi instalacjami, zarówno w zakresie instalacji elektrycznej, jak i wodno-kanalizacyjnej.;Manufacture of electric domestic appliances;Dane_Norwegia_1
VIGA FORVALTNING AS;1020;NULL;Spółka holdingowa.;Freezing and further processing of fish, crustaceans and molluscs;Dane_Norwegia_1
IPLAST AS;2226;NULL;Formowanie wyrobów z tworzyw sztucznych, doradztwo w zakresie produkcji narzędzi formierskich, obróbka narzędzi formierskich, a także inne prace mechaniczne, serwis łodzi, magazynowanie łodzi, sprzedaż i montaż opon samochodowych.;Manufacture of other plastic products;Dane_Norwegia_1
CYNTHIA'S FILIPPINSK KAKE OG ANDRE DELIKATESSER CYNTHIA DAO JARABELO;1071;NULL;Sprzedaż ciast, pieczywa i słodyczy klientom.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
VIDAR RIISE;1626;NULL;Sprzedam produkcję drewna. Wynajem sprzętu do produkcji drewna. Kupno, sprzedaż i wynajem maszyn i urządzeń. Usługi związane z maszynami. Doradztwo elektryczne, a także zakup, sprzedaż i programowanie urządzeń.;Manufacture of solid fuels from vegetable biomass;Dane_Norwegia_1
SJORBOTTENS BAKERI;1071;NULL;Produkcja i sprzedaż wypieków, ciast i ciastek.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
E. KARLSEN STENHUGGERI AS;2370;NULL;Serwis/sprzedaż pomników nagrobnych.;Cutting, shaping and finishing of stone;Dane_Norwegia_1
L BERGSTROM AS;3100;NULL;Przetapicerowanie mebli, doradztwo wnętrz, stylizacja wnętrz i foto oraz inne czynności z tym związane.;Manufacture of furniture;Dane_Norwegia_1
DOKKEN MEKANISKE VERKSTED AS;2899;NULL;Obsługa warsztatu mechanicznego i inne rzeczy, które mogą przydać się firmie.;Manufacture of other special-purpose machinery n.e.c.;Dane_Norwegia_1
AYA FAY ANGELICA MOONE;3213;NULL;Projekt biżuterii. Dekoracja kwiatowa i scenografia.;Manufacture of imitation jewellery and related articles;Dane_Norwegia_1
HITRAS KRYDDERI AS;1084;NULL;Seria przypraw Njord: opakowania przypraw suszonych. Dobre samopoczucie: produkcja mydeł, kremów itp.;Manufacture of condiments and seasonings;Dane_Norwegia_1
SVEINS BAKERI Svein Age Sandnes;1071;NULL;Piekarnia.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
FJORD INDUSTRIES AS;2611;NULL;Działalność musi odbywać się poprzez własną produkcję przemysłową i/lub współpracę z innymi firmami. Spółka może inwestować w nieruchomości i udziały.;Manufacture of electronic components;Dane_Norwegia_1
REBLOC NORGE AS;2361;NULL;Produkcja i sprzedaż wyrobów betonowych dla wykonawców.;Manufacture of concrete products for construction purposes;Dane_Norwegia_1
OIEN BAT AS;3012;NULL;Budowa i naprawa łodzi rekreacyjnych, skrzyń na narty i różnych wyrobów z tworzyw sztucznych, siodeł silników do łodzi i przyczep do łodzi oraz działalność z tym związana. Wynajem nieruchomości. Udział w innych spółkach o podobnej działalności.;Building of pleasure and sporting boats;Dane_Norwegia_1
Simarud Electronic A/S;2932;NULL;Prowadzić handel i sprzedaż, uczestniczyć także w innych przedsięwzięciach w zakresie sprzedaży i importu.;Manufacture of other parts and accessories for motor vehicles;Dane_Norwegia_1
LONGFIELD HOLDING AS;2511;NULL;Posiadaj i inwestuj w akcje i akcje spółek, inne papiery wartościowe, a także nieruchomości i wszystko, co w naturalny sposób do nich należy.;Manufacture of metal structures and parts of structures;Dane_Norwegia_1
EGERSUND BETONGTEKNIKK AS;2366;NULL;Produkcja wyrobów betonowych i wszystko co z tym związane.;Manufacture of other articles of concrete, cement and plaster;Dane_Norwegia_1
